HPop,IPop,UPop
0.21164021164021163,61.822582460880334,0.21164021164021163
0.15873015873015872,57.845885399076884,0.15873015873015872
0.1765544673346092,56.48392059739577,0.1765544673346092
0.15887087695598334,55.85570753123945,0.15887087695598334
0.23291680738489248,53.18844984802432,0.23291680738489248
0.3177417539119667,52.25805846373222,0.3177417539119667
0.34817709589746065,51.6548463356974,0.34817709589746065
0.39738826972869523,51.3357677586401,0.39738826972869523
0.40039025854628685,50.46168086357212,0.40039025854628685
0.3815715411460093,50.2725430597771,0.3815715411460093
0.36617440872760026,49.500168861870996,0.36617440872760026
0.3533434650455927,48.98865811099853,0.3533434650455927
0.3506265208392868,48.57294399847592,0.3506265208392868
0.3331805535452952,48.61054823820781,0.3331805535452952
0.31802319036361587,47.907838943299936,0.31802319036361587
