user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
3,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
6,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
11,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
12,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
16,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
18,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
22,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
23,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
24,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
26,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
27,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
33,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
34,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
38,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
40,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
48,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
61,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
62,66.28704064903495,126.480509875623,122.83950561511003,108.90072979391292,117.71760506695395,90.6304486887936,70.80736838452802,87.05204086940583,68.99694500768346,88.44873565366322,91.43335568461693,75.68647637633607,90.03675516470088,69.48765220031987,66.8601477235862
